Front;Back;LessonID;TopicTags;Family
tracker;tracker;9;auto_frequency,source_google,auto_no_translation;tracker
transferred;transferred;10;auto_frequency,source_google,auto_no_translation;transferred
trunk;trunk;11;auto_frequency,source_google,auto_no_translation;trunk
hiking;hiking;12;auto_frequency,source_google,auto_no_translation;hiking
lb;lb;1;auto_frequency,source_google,auto_no_translation;lb
damn;damn;2;auto_frequency,source_google,auto_no_translation;damn
pierre;pierre;3;auto_frequency,source_google,auto_no_translation;pierre
jelsoft;jelsoft;4;auto_frequency,source_google,auto_no_translation;jelsoft
headset;headset;5;auto_frequency,source_google,auto_no_translation;headset
oakland;oakland;6;auto_frequency,source_google,auto_no_translation;oakland
colombia;colombia;7;auto_frequency,source_google,auto_no_translation;colombia
waves;waves;8;auto_frequency,source_google,auto_no_translation;waves
camel;camel;9;auto_frequency,source_google,auto_no_translation;camel
distributor;distributor;10;auto_frequency,source_google,auto_no_translation;distributor
lamps;lamps;11;auto_frequency,source_google,auto_no_translation;lamps
hood;hood;12;auto_frequency,source_google,auto_no_translation;hood
wrestling;wrestling;1;auto_frequency,source_google,auto_no_translation;wrestling
archived;archived;2;auto_frequency,source_google,auto_no_translation;archived
photoshop;photoshop;3;auto_frequency,source_google,auto_no_translation;photoshop
jp;jp;4;auto_frequency,source_google,auto_no_translation;jp
chi;chi;5;auto_frequency,source_google,auto_no_translation;chi
bt;bt;6;auto_frequency,source_google,auto_no_translation;bt
arabia;arabia;7;auto_frequency,source_google,auto_no_translation;arabia
diagnostic;diagnostic;8;auto_frequency,source_google,auto_no_translation;diagnostic
panama;panama;9;auto_frequency,source_google,auto_no_translation;panama
indianapolis;indianapolis;10;auto_frequency,source_google,auto_no_translation;indianapolis
af;af;11;auto_frequency,source_google,auto_no_translation;af
payable;payable;12;auto_frequency,source_google,auto_no_translation;payable
corporations;corporations;1;auto_frequency,source_google,auto_no_translation;corporations
automobile;automobile;2;auto_frequency,source_google,auto_no_translation;automobile
confidential;confidential;3;auto_frequency,source_google,auto_no_translation;confidential
rfc;rfc;4;auto_frequency,source_google,auto_no_translation;rfc
statutory;statutory;5;auto_frequency,source_google,auto_no_translation;statutory
accommodations;accommodations;6;auto_frequency,source_google,auto_no_translation;accommodations
athens;athens;7;auto_frequency,source_google,auto_no_translation;athens
northeast;northeast;8;auto_frequency,source_google,auto_no_translation;northeast
downloaded;downloaded;9;auto_frequency,source_google,auto_no_translation;downloaded
judges;judges;10;auto_frequency,source_google,auto_no_translation;judges
sl;sl;11;auto_frequency,source_google,auto_no_translation;sl
seo;seo;12;auto_frequency,source_google,auto_no_translation;seo
isp;isp;1;auto_frequency,source_google,auto_no_translation;isp
remarks;remarks;2;auto_frequency,source_google,auto_no_translation;remarks
detected;detected;3;auto_frequency,source_google,auto_no_translation;detected
decades;decades;4;auto_frequency,source_google,auto_no_translation;decades
paintings;paintings;5;auto_frequency,source_google,auto_no_translation;paintings
walked;walked;6;auto_frequency,source_google,auto_no_translation;walked
arising;arising;7;auto_frequency,source_google,auto_no_translation;arising
nissan;nissan;8;auto_frequency,source_google,auto_no_translation;nissan
bracelet;bracelet;9;auto_frequency,source_google,auto_no_translation;bracelet
ins;ins;10;auto_frequency,source_google,auto_no_translation;ins
eggs;eggs;11;auto_frequency,source_google,auto_no_translation;eggs
juvenile;juvenile;12;auto_frequency,source_google,auto_no_translation;juvenile
yorkshire;yorkshire;1;auto_frequency,source_google,auto_no_translation;yorkshire
populations;populations;2;auto_frequency,source_google,auto_no_translation;populations
acoustic;acoustic;3;auto_frequency,source_google,auto_no_translation;acoustic
cassette;cassette;4;auto_frequency,source_google,auto_no_translation;cassette
hb;hb;5;auto_frequency,source_google,auto_no_translation;hb
jpg;jpg;6;auto_frequency,source_google,auto_no_translation;jpg
causing;causing;7;auto_frequency,source_google,auto_no_translation;causing
norton;norton;8;auto_frequency,source_google,auto_no_translation;norton
locked;locked;9;auto_frequency,source_google,auto_no_translation;locked
tc;tc;10;auto_frequency,source_google,auto_no_translation;tc
fusion;fusion;11;auto_frequency,source_google,auto_no_translation;fusion
sunglasses;sunglasses;12;auto_frequency,source_google,auto_no_translation;sunglasses
ruby;ruby;1;auto_frequency,source_google,auto_no_translation;ruby
steering;steering;2;auto_frequency,source_google,auto_no_translation;steering
beads;beads;3;auto_frequency,source_google,auto_no_translation;beads
claimed;claimed;4;auto_frequency,source_google,auto_no_translation;claimed
screens;screens;5;auto_frequency,source_google,auto_no_translation;screens
planner;planner;6;auto_frequency,source_google,auto_no_translation;planner
croatia;croatia;7;auto_frequency,source_google,auto_no_translation;croatia
flows;flows;8;auto_frequency,source_google,auto_no_translation;flows
venezuela;venezuela;9;auto_frequency,source_google,auto_no_translation;venezuela
mins;mins;10;auto_frequency,source_google,auto_no_translation;mins
fewer;fewer;11;auto_frequency,source_google,auto_no_translation;fewer
sequences;sequences;12;auto_frequency,source_google,auto_no_translation;sequences
coupon;coupon;1;auto_frequency,source_google,auto_no_translation;coupon
nurses;nurses;2;auto_frequency,source_google,auto_no_translation;nurses
ssl;ssl;3;auto_frequency,source_google,auto_no_translation;ssl
proxy;proxy;4;auto_frequency,source_google,auto_no_translation;proxy
gangbang;gangbang;5;auto_frequency,source_google,auto_no_translation;gangbang
astronomy;astronomy;6;auto_frequency,source_google,auto_no_translation;astronomy
lanka;lanka;7;auto_frequency,source_google,auto_no_translation;lanka
edwards;edwards;8;auto_frequency,source_google,auto_no_translation;edwards
drew;drew;9;auto_frequency,source_google,auto_no_translation;drew
contests;contests;10;auto_frequency,source_google,auto_no_translation;contests
announces;announces;11;auto_frequency,source_google,auto_no_translation;announces
mlb;mlb;12;auto_frequency,source_google,auto_no_translation;mlb
tagged;tagged;1;auto_frequency,source_google,auto_no_translation;tagged
berkeley;berkeley;2;auto_frequency,source_google,auto_no_translation;berkeley
voted;voted;3;auto_frequency,source_google,auto_no_translation;voted
killer;killer;4;auto_frequency,source_google,auto_no_translation;killer
bikes;bikes;5;auto_frequency,source_google,auto_no_translation;bikes
gates;gates;6;auto_frequency,source_google,auto_no_translation;gates
adjusted;adjusted;7;auto_frequency,source_google,auto_no_translation;adjusted
rap;rap;8;auto_frequency,source_google,auto_no_translation;rap
pulled;pulled;9;auto_frequency,source_google,auto_no_translation;pulled
corn;corn;10;auto_frequency,source_google,auto_no_translation;corn
gp;gp;11;auto_frequency,source_google,auto_no_translation;gp
compression;compression;12;auto_frequency,source_google,auto_no_translation;compression
seasonal;seasonal;1;auto_frequency,source_google,auto_no_translation;seasonal
establishing;establishing;2;auto_frequency,source_google,auto_no_translation;establishing
counters;counters;3;auto_frequency,source_google,auto_no_translation;counters
puts;puts;4;auto_frequency,source_google,auto_no_translation;puts
grew;grew;5;auto_frequency,source_google,auto_no_translation;grew
cultures;cultures;6;auto_frequency,source_google,auto_no_translation;cultures
norfolk;norfolk;7;auto_frequency,source_google,auto_no_translation;norfolk
coaching;coaching;8;auto_frequency,source_google,auto_no_translation;coaching
examined;examined;9;auto_frequency,source_google,auto_no_translation;examined
trek;trek;10;auto_frequency,source_google,auto_no_translation;trek
encoding;encoding;11;auto_frequency,source_google,auto_no_translation;encoding
litigation;litigation;12;auto_frequency,source_google,auto_no_translation;litigation
submissions;submissions;1;auto_frequency,source_google,auto_no_translation;submissions
oem;oem;2;auto_frequency,source_google,auto_no_translation;oem
heroes;heroes;3;auto_frequency,source_google,auto_no_translation;heroes
painted;painted;4;auto_frequency,source_google,auto_no_translation;painted
lycos;lycos;5;auto_frequency,source_google,auto_no_translation;lycos
ir;ir;6;auto_frequency,source_google,auto_no_translation;ir
zdnet;zdnet;7;auto_frequency,source_google,auto_no_translation;zdnet
broadcasting;broadcasting;8;auto_frequency,source_google,auto_no_translation;broadcasting
horizontal;horizontal;9;auto_frequency,source_google,auto_no_translation;horizontal
cosmetic;cosmetic;10;auto_frequency,source_google,auto_no_translation;cosmetic
resulted;resulted;11;auto_frequency,source_google,auto_no_translation;resulted
informational;informational;12;auto_frequency,source_google,auto_no_translation;informational
carriers;carriers;1;auto_frequency,source_google,auto_no_translation;carriers
ecommerce;ecommerce;2;auto_frequency,source_google,auto_no_translation;ecommerce
floral;floral;3;auto_frequency,source_google,auto_no_translation;floral
builders;builders;4;auto_frequency,source_google,auto_no_translation;builders
ties;ties;5;auto_frequency,source_google,auto_no_translation;ties
schemes;schemes;6;auto_frequency,source_google,auto_no_translation;schemes
fisher;fisher;7;auto_frequency,source_google,auto_no_translation;fisher
spears;spears;8;auto_frequency,source_google,auto_no_translation;spears
prospective;prospective;9;auto_frequency,source_google,auto_no_translation;prospective
dildos;dildos;10;auto_frequency,source_google,auto_no_translation;dildos
bedding;bedding;11;auto_frequency,source_google,auto_no_translation;bedding
joining;joining;12;auto_frequency,source_google,auto_no_translation;joining
heading;heading;1;auto_frequency,source_google,auto_no_translation;heading
bearing;bearing;2;auto_frequency,source_google,auto_no_translation;bearing
connector;connector;3;auto_frequency,source_google,auto_no_translation;connector
brad;brad;4;auto_frequency,source_google,auto_no_translation;brad
combo;combo;5;auto_frequency,source_google,auto_no_translation;combo
seniors;seniors;6;auto_frequency,source_google,auto_no_translation;seniors
worlds;worlds;7;auto_frequency,source_google,auto_no_translation;worlds
affiliated;affiliated;8;auto_frequency,source_google,auto_no_translation;affiliated
haven;haven;9;auto_frequency,source_google,auto_no_translation;haven
dos;dos;10;auto_frequency,source_google,auto_no_translation;dos
subscribers;subscribers;11;auto_frequency,source_google,auto_no_translation;subscribers
mitsubishi;mitsubishi;12;auto_frequency,source_google,auto_no_translation;mitsubishi
basin;basin;1;auto_frequency,source_google,auto_no_translation;basin
ranch;ranch;2;auto_frequency,source_google,auto_no_translation;ranch
constraints;constraints;3;auto_frequency,source_google,auto_no_translation;constraints
crossing;crossing;4;auto_frequency,source_google,auto_no_translation;crossing
inclusive;inclusive;5;auto_frequency,source_google,auto_no_translation;inclusive
dimensional;dimensional;6;auto_frequency,source_google,auto_no_translation;dimensional
crimes;crimes;7;auto_frequency,source_google,auto_no_translation;crimes
resolved;resolved;8;auto_frequency,source_google,auto_no_translation;resolved
mozilla;mozilla;9;auto_frequency,source_google,auto_no_translation;mozilla
byte;byte;10;auto_frequency,source_google,auto_no_translation;byte
toner;toner;11;auto_frequency,source_google,auto_no_translation;toner
latex;latex;12;auto_frequency,source_google,auto_no_translation;latex
branches;branches;1;auto_frequency,source_google,auto_no_translation;branches
anymore;anymore;2;auto_frequency,source_google,auto_no_translation;anymore
oclc;oclc;3;auto_frequency,source_google,auto_no_translation;oclc
delhi;delhi;4;auto_frequency,source_google,auto_no_translation;delhi
holdings;holdings;5;auto_frequency,source_google,auto_no_translation;holdings
locator;locator;6;auto_frequency,source_google,auto_no_translation;locator
selecting;selecting;7;auto_frequency,source_google,auto_no_translation;selecting
processors;processors;8;auto_frequency,source_google,auto_no_translation;processors
pantyhose;pantyhose;9;auto_frequency,source_google,auto_no_translation;pantyhose
plc;plc;10;auto_frequency,source_google,auto_no_translation;plc
broke;broke;11;auto_frequency,source_google,auto_no_translation;broke
nepal;nepal;12;auto_frequency,source_google,auto_no_translation;nepal
zimbabwe;zimbabwe;1;auto_frequency,source_google,auto_no_translation;zimbabwe
